task,record,fold,trial_index_1based,cue_true,full_curve_prediction,full_curve_distance_left,full_curve_distance_right,full_curve_correct,local_window_prediction,local_window_distance_left,local_window_distance_right,local_window_correct,selected_channel,selected_window_start_ms,selected_window_last_sample_ms,selected_window_nominal_ms,training_selection_balanced_accuracy,training_left_feature_mean,training_right_feature_mean,n_train_left,n_train_right,n_test,template_scope,full_curve_scope,local_window_scope
Task2,VisualCogB_Task-1,2,24,right,right,56.039143664139424,50.793413102779134,1,left,13.083389886138031,14.437867758296406,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,25,right,left,15.829431622757788,16.781256110359045,0,left,2.2704808394391716,3.624958711597547,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,26,left,right,107.37077366661805,101.24047000852174,0,left,81.72455473281339,83.07903260497176,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,27,right,right,36.86546196104024,34.23227653781825,1,right,3.926932554373639,2.5724546822152634,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,28,left,left,34.360134262803335,42.87198618131023,1,left,21.64327956585779,22.997757438016166,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,29,left,left,21.495514218603464,25.378031774431825,1,right,7.192398785927782,5.837920913769407,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,30,right,left,14.725741045310683,21.619795388405638,0,right,4.089438686897453,2.7349608147390776,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,31,left,right,68.84226515112792,67.0942354413435,0,right,60.58247485665482,59.22799698449644,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,32,left,left,72.3619380182344,81.13331935974341,1,right,54.10937012855994,52.75489225640156,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,33,left,right,55.908892203100905,47.344969078951436,0,left,60.74587312152586,62.10035099368424,1,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,2,34,right,right,38.24046926247429,33.952731619048265,1,left,55.111659851088035,56.46613772324641,0,Fz,359.375,554.6875,200,0.7261029411764706,0.6804824142188424,-0.6739954579395331,34,32,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,35,right,right,97.87133833781897,92.45705296362978,1,right,175.61890440996825,163.95556146856597,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,36,left,right,17.268336139804163,16.67334400031736,0,left,4.322267163393981,7.341075778008298,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,37,right,left,36.67697226915233,44.41600802224055,0,left,47.80722864054203,59.47057158194431,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,38,right,left,114.92792916711822,121.90861086826366,0,left,36.59719724224978,48.260540183652054,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,39,right,left,17.86583556888339,20.12144893725732,0,left,3.466883699719311,15.13022664112159,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,40,right,right,20.389031655688445,19.11319923482522,1,left,11.786840798643444,23.450183740045723,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,41,right,right,100.84048031552273,97.82181406945944,1,left,1.2599921914250896,10.40335074997719,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,42,right,right,21.987182648745325,16.401277376613326,1,right,10.59955800883812,1.0637849325641588,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,43,left,right,358.99049211820625,352.00981041706086,0,right,336.6628168078807,324.9994738664784,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,44,right,left,96.46443244529804,102.72190246284812,0,left,87.59425819062322,99.2576011320255,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,45,left,left,40.43024663059847,46.4256319886835,1,left,0.9604779952726208,12.6238209366749,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,46,right,right,12.563588331831399,9.589002451517246,1,right,9.771909236862278,1.8914337045400011,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,47,right,left,99.56001402015237,101.69776911549215,0,left,65.58047801871398,77.24382096011625,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,48,left,left,45.34003420856312,46.58227236182619,1,left,1.4300709357926706,13.09341387719495,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,49,right,left,55.89916312534131,61.494058544117394,0,left,12.992787302440169,24.656130243842448,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,50,right,left,158.53229009624397,165.5129717973894,0,left,57.388688894804396,69.05203183620668,0,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,3,51,right,right,22.59407486868604,16.45762759990577,1,right,23.858050069043387,12.194707127641106,1,Fz,171.875,210.9375,50,0.7381174277726001,6.669053972574352,-4.994288968827927,37,29,17,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,52,left,right,113.5703876647164,102.24797699696677,0,right,105.09129769916605,98.99595089049308,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,53,left,left,205.96474887738455,216.90537653420606,1,left,95.34141637651672,101.43676318518969,1,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,54,left,left,32.611145749861244,40.776987703004586,1,right,34.1407397639039,28.045392955230916,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,55,left,right,65.34702840308353,55.27088014761294,0,right,68.2557237956292,62.160376986956216,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,56,right,right,45.84723905573347,40.070473816036284,1,left,51.6356408818274,57.730987690500385,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,57,right,left,19.75338798976804,27.02150231560007,0,left,2.27486744848034,8.370214257153322,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,58,left,right,73.52060269622633,70.96917380275285,0,left,64.63163938805891,70.72698619673189,1,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,59,left,left,75.90317156414851,86.96169221921528,1,left,106.7754818733702,112.87082868204317,1,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,60,right,left,157.7693436577714,168.9496301859526,0,left,119.34757279875932,125.44291960743229,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,61,left,left,16.795437982220733,20.230843869167774,1,right,21.848666857566016,15.753320048893032,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,62,left,right,19.578372922002348,16.136429556498854,0,right,5.426497126212297,0.668849682460686,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,63,right,left,59.468397834450215,70.60660627414332,0,left,11.69237564600546,17.787722454678445,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,64,left,right,83.69965714753116,72.37422503027118,0,right,96.20600322081438,90.11065641214141,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,65,left,left,44.05719686472592,49.46385647237613,1,right,25.78730807586172,19.691961267188738,0,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,66,right,right,64.13246372646189,53.24620313740057,1,right,15.376932694537418,9.281585885864436,1,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,4,67,left,left,26.626530768145603,36.102094834231366,1,left,24.302366461807907,30.397713270480892,1,Fz,359.375,554.6875,200,0.6806306306306307,1.2569034393036502,7.352250247976633,30,37,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,68,left,right,65.69354036924148,48.86412891385195,0,right,53.950520432131206,39.30584203194108,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,69,right,left,25.64567073511088,29.177024057643006,0,left,17.522661477022968,32.16733987721309,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,70,left,right,64.88316603754882,61.43650418081587,0,right,60.28690041495299,45.642222014762865,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,71,left,right,19.354107062248218,11.286735217425264,0,left,2.6762179126322714,17.320896312822395,1,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,72,left,left,22.36872311691545,24.110720819453633,1,right,19.662824885247268,5.018146485057145,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,73,left,right,25.44143413969161,16.56335933416099,0,left,1.0338946289798274,13.610783771210295,1,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,74,left,right,91.76949625109525,78.76764485217664,0,right,120.11050165361934,105.4658232534292,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,75,left,left,59.79422568757669,69.50163439160448,1,right,78.83897463391338,64.19429623372325,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,76,right,right,15.535137736835978,13.522981245458153,1,left,0.8972031643224625,15.541881564512586,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,77,left,left,18.018570003688296,19.511162769263155,1,left,5.494858034568848,20.13953643475897,1,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,78,right,right,43.08887515387192,32.97994169906793,1,left,24.868209228375395,39.512887628565515,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,79,left,left,14.30087775385304,19.729518878761883,1,left,5.613132164661169,9.031546235528953,1,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,80,right,left,18.70763035906083,23.364332558669467,0,left,4.268979557715053,10.375698842475071,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,81,right,right,20.00621673063421,18.373467945261527,1,right,11.224931913012227,3.4197464871778944,1,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,82,right,right,30.28940087079217,24.500573447670188,1,left,37.472540557130415,52.11721895732054,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-1,5,83,right,left,121.21383304707662,141.91918906344364,0,left,98.46229276877645,113.10697116896658,0,Fz,390.625,531.25,150,0.675,-6.86318699071942,7.781491409470703,32,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,1,left,left,93.45141816516411,119.21746598444695,1,left,255.81728399286024,342.1464050635735,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,2,left,left,18.23117453194814,27.19076414959612,1,right,84.16144371969088,2.1676773510224194,0,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,3,right,right,116.37295032591055,88.68827068071744,1,right,229.16726867175169,142.83814760103837,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,4,left,left,20.228354272497768,31.473896864100777,1,left,41.39059238342777,44.93852868728551,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,5,right,right,252.23587437191583,224.52437973050237,1,right,508.64209690845917,422.3129758377459,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,6,right,right,94.18750678704035,66.45315822397411,1,right,328.0541418374047,241.72502076669144,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,7,right,right,53.056217388684,29.32456218036598,1,right,143.05211070049342,56.72298962978013,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,8,right,right,79.09828991308447,61.63619520117354,1,right,254.16105857621133,167.83193750549805,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,9,right,left,31.79777557413128,49.853030578874424,0,left,13.841193735804247,72.48792733490905,0,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,10,right,right,91.565483382458,65.56556357719569,1,right,85.0141137786529,1.3150072920604003,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,11,left,right,122.36836218962044,94.16079919484739,0,right,285.75697824514043,199.42785717442717,0,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,12,right,left,60.50992321296722,82.28268851065273,0,right,45.255290292205764,41.07383077850753,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,13,right,right,109.50510597108054,81.76354300589526,1,right,254.45192022702247,168.12279915630916,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,14,right,left,34.57337331753151,40.04628582265508,0,left,0.13871963078354455,86.46784070149684,0,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,15,right,right,42.745352866914494,29.222226031432662,1,left,42.85255698075909,43.47656408995421,0,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,1,16,left,left,40.76956103905058,59.85616606076595,1,left,68.64521051646204,154.97433158717533,1,F3,703.125,718.75,25,0.671875,-18.82824449075988,67.50087657995341,32,32,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,17,left,right,73.23103568809742,70.6718279680832,0,right,98.78909321961387,19.504406862827324,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,18,right,right,200.69627701535975,153.7632607831531,1,right,255.98718090351412,176.70249454672756,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,19,left,left,214.99786381391658,261.94440057543204,1,left,371.6582030489304,450.9428894057169,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
