record,train_block,mapping,alpha,sensor,source,weight
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,early_visual_field_right,1.2549311609640705
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_left,-52.331986712141706
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,config_energy_visual_field_right,667.4881454051277
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,triangle_left_preference,219.65402470434665
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F3,triangle_right_preference,-5.541367675427128
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_left,79.85876607944951
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,early_visual_field_right,79.72404008333596
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_left,-233.12610831374403
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,config_energy_visual_field_right,-102.94410446736592
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,triangle_left_preference,-28.090286591660288
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,Fz,triangle_right_preference,-37.861936418423085
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_left,-12.050367968548516
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,early_visual_field_right,133.23725607828987
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_left,-529.0603716048182
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,config_energy_visual_field_right,406.3182464160305
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,triangle_left_preference,95.12875030757287
VisualCogB_Task-2,second,effective_ridge_alpha_0.1,0.1,F4,triangle_right_preference,-105.86723983586437
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,early_visual_field_left,44.32795953048483
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,early_visual_field_right,94.07106297426357
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_left,133.8937812116666
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,config_energy_visual_field_right,255.6842680238094
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,triangle_left_preference,144.89601187959255
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F3,triangle_right_preference,12.464231795557986
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,early_visual_field_left,-54.26538041182931
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,early_visual_field_right,-51.23682128644455
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_left,-137.28277205021132
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,config_energy_visual_field_right,-119.51238618364978
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,triangle_left_preference,14.704230763821082
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,Fz,triangle_right_preference,9.531719052134664
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_left,-71.35246118436613
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,early_visual_field_right,9.112679382001078
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_left,-170.62934581147692
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,config_energy_visual_field_right,31.88281097831111
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,triangle_left_preference,60.938673701287385
VisualCogB_Task-2,second,effective_ridge_alpha_1,1.0,F4,triangle_right_preference,2.843934703741334
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_left,26.764157396086425
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,early_visual_field_right,32.7746075299346
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_left,74.64148252450946
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,config_energy_visual_field_right,76.6376263511899
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,triangle_left_preference,92.69452921650587
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F3,triangle_right_preference,25.156410179764997
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_left,-39.38870016586428
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,early_visual_field_right,-38.89539151848701
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_left,-51.095925671743444
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,config_energy_visual_field_right,-49.03977688936146
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,triangle_left_preference,28.945991068545492
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,Fz,triangle_right_preference,28.166321828715247
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_left,-33.23634808558779
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,early_visual_field_right,-19.52071643926126
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_left,-46.17455415734705
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,config_energy_visual_field_right,-6.005900268670475
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,triangle_left_preference,23.1407856882484
VisualCogB_Task-2,second,effective_ridge_alpha_10,10.0,F4,triangle_right_preference,62.38832972656367
