record,original_trial_index,stage,analysis_variant,cue_time_s,event_time_s,event_offset_from_cue_s,target_offset_s,cue_side,response_code,q1_trial_index,q1_final_drop,eeg_quality
VisualCogA_Task-2,90,cue_locked,nominal,798.0625,798.0625,0.0,,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,90,target_offset_sensitivity,target_offset_2.0s,798.0625,800.0625,2.0,2.0,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,90,target_offset_sensitivity,target_offset_2.1s,798.0625,800.1625,2.1,2.1,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,90,target_locked,target_offset_2.2s,798.0625,800.2625,2.2,2.2,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,90,target_offset_sensitivity,target_offset_2.3s,798.0625,800.3625,2.3,2.3,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,90,target_offset_sensitivity,target_offset_2.4s,798.0625,800.4625,2.4,2.4,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,91,cue_locked,nominal,806.640625,806.640625,0.0,,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,91,target_offset_sensitivity,target_offset_2.0s,806.640625,808.640625,2.0,2.0,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,91,target_offset_sensitivity,target_offset_2.1s,806.640625,808.740625,2.1,2.1,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,91,target_locked,target_offset_2.2s,806.640625,808.840625,2.2,2.2,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,91,target_offset_sensitivity,target_offset_2.3s,806.640625,808.940625,2.3,2.3,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,91,target_offset_sensitivity,target_offset_2.4s,806.640625,809.040625,2.4,2.4,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,92,cue_locked,nominal,815.42578125,815.42578125,0.0,,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,92,target_offset_sensitivity,target_offset_2.0s,815.42578125,817.42578125,2.0,2.0,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,92,target_offset_sensitivity,target_offset_2.1s,815.42578125,817.52578125,2.1,2.1,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,92,target_locked,target_offset_2.2s,815.42578125,817.62578125,2.2,2.2,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,92,target_offset_sensitivity,target_offset_2.3s,815.42578125,817.72578125,2.3,2.3,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,92,target_offset_sensitivity,target_offset_2.4s,815.42578125,817.82578125,2.4,2.4,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,93,cue_locked,nominal,823.92578125,823.92578125,0.0,,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,93,target_offset_sensitivity,target_offset_2.0s,823.92578125,825.92578125,2.0,2.0,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,93,target_offset_sensitivity,target_offset_2.1s,823.92578125,826.02578125,2.1,2.1,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,93,target_locked,target_offset_2.2s,823.92578125,826.12578125,2.2,2.2,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,93,target_offset_sensitivity,target_offset_2.3s,823.92578125,826.22578125,2.3,2.3,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,93,target_offset_sensitivity,target_offset_2.4s,823.92578125,826.32578125,2.4,2.4,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,94,cue_locked,nominal,832.6171875,832.6171875,0.0,,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,94,target_offset_sensitivity,target_offset_2.0s,832.6171875,834.6171875,2.0,2.0,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,94,target_offset_sensitivity,target_offset_2.1s,832.6171875,834.7171875,2.1,2.1,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,94,target_locked,target_offset_2.2s,832.6171875,834.8171875,2.2,2.2,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,94,target_offset_sensitivity,target_offset_2.3s,832.6171875,834.9171875,2.3,2.3,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,94,target_offset_sensitivity,target_offset_2.4s,832.6171875,835.0171875,2.4,2.4,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,95,cue_locked,nominal,841.1171875,841.1171875,0.0,,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,95,target_offset_sensitivity,target_offset_2.0s,841.1171875,843.1171875,2.0,2.0,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,95,target_offset_sensitivity,target_offset_2.1s,841.1171875,843.2171875,2.1,2.1,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,95,target_locked,target_offset_2.2s,841.1171875,843.3171875,2.2,2.2,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,95,target_offset_sensitivity,target_offset_2.3s,841.1171875,843.4171875,2.3,2.3,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,95,target_offset_sensitivity,target_offset_2.4s,841.1171875,843.5171875,2.4,2.4,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,96,cue_locked,nominal,849.74609375,849.74609375,0.0,,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,96,target_offset_sensitivity,target_offset_2.0s,849.74609375,851.74609375,2.0,2.0,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,96,target_offset_sensitivity,target_offset_2.1s,849.74609375,851.84609375,2.1,2.1,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,96,target_locked,target_offset_2.2s,849.74609375,851.94609375,2.2,2.2,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,96,target_offset_sensitivity,target_offset_2.3s,849.74609375,852.04609375,2.3,2.3,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,96,target_offset_sensitivity,target_offset_2.4s,849.74609375,852.14609375,2.4,2.4,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,97,cue_locked,nominal,858.26171875,858.26171875,0.0,,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,97,target_offset_sensitivity,target_offset_2.0s,858.26171875,860.26171875,2.0,2.0,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,97,target_offset_sensitivity,target_offset_2.1s,858.26171875,860.36171875,2.1,2.1,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,97,target_locked,target_offset_2.2s,858.26171875,860.46171875,2.2,2.2,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,97,target_offset_sensitivity,target_offset_2.3s,858.26171875,860.56171875,2.3,2.3,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,97,target_offset_sensitivity,target_offset_2.4s,858.26171875,860.66171875,2.4,2.4,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,98,cue_locked,nominal,866.8125,866.8125,0.0,,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,98,target_offset_sensitivity,target_offset_2.0s,866.8125,868.8125,2.0,2.0,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,98,target_offset_sensitivity,target_offset_2.1s,866.8125,868.9125,2.1,2.1,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,98,target_locked,target_offset_2.2s,866.8125,869.0125,2.2,2.2,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,98,target_offset_sensitivity,target_offset_2.3s,866.8125,869.1125,2.3,2.3,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,98,target_offset_sensitivity,target_offset_2.4s,866.8125,869.2125,2.4,2.4,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,99,cue_locked,nominal,875.375,875.375,0.0,,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,99,target_offset_sensitivity,target_offset_2.0s,875.375,877.375,2.0,2.0,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,99,target_offset_sensitivity,target_offset_2.1s,875.375,877.475,2.1,2.1,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,99,target_locked,target_offset_2.2s,875.375,877.575,2.2,2.2,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,99,target_offset_sensitivity,target_offset_2.3s,875.375,877.675,2.3,2.3,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,99,target_offset_sensitivity,target_offset_2.4s,875.375,877.775,2.4,2.4,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,0,cue_locked,nominal,20.1328125,20.1328125,0.0,,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,0,target_offset_sensitivity,target_offset_2.0s,20.1328125,22.1328125,2.0,2.0,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,0,target_offset_sensitivity,target_offset_2.1s,20.1328125,22.2328125,2.1,2.1,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,0,target_locked,target_offset_2.2s,20.1328125,22.3328125,2.2,2.2,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,0,target_offset_sensitivity,target_offset_2.3s,20.1328125,22.4328125,2.3,2.3,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,0,target_offset_sensitivity,target_offset_2.4s,20.1328125,22.5328125,2.4,2.4,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,1,cue_locked,nominal,29.2421875,29.2421875,0.0,,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,1,target_offset_sensitivity,target_offset_2.0s,29.2421875,31.2421875,2.0,2.0,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,1,target_offset_sensitivity,target_offset_2.1s,29.2421875,31.3421875,2.1,2.1,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,1,target_locked,target_offset_2.2s,29.2421875,31.4421875,2.2,2.2,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,1,target_offset_sensitivity,target_offset_2.3s,29.2421875,31.5421875,2.3,2.3,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,1,target_offset_sensitivity,target_offset_2.4s,29.2421875,31.6421875,2.4,2.4,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,2,cue_locked,nominal,37.68359375,37.68359375,0.0,,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,2,target_offset_sensitivity,target_offset_2.0s,37.68359375,39.68359375,2.0,2.0,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,2,target_offset_sensitivity,target_offset_2.1s,37.68359375,39.78359375,2.1,2.1,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,2,target_locked,target_offset_2.2s,37.68359375,39.88359375,2.2,2.2,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,2,target_offset_sensitivity,target_offset_2.3s,37.68359375,39.98359375,2.3,2.3,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,2,target_offset_sensitivity,target_offset_2.4s,37.68359375,40.08359375,2.4,2.4,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,3,cue_locked,nominal,46.0,46.0,0.0,,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,3,target_offset_sensitivity,target_offset_2.0s,46.0,48.0,2.0,2.0,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,3,target_offset_sensitivity,target_offset_2.1s,46.0,48.1,2.1,2.1,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,3,target_locked,target_offset_2.2s,46.0,48.2,2.2,2.2,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,3,target_offset_sensitivity,target_offset_2.3s,46.0,48.3,2.3,2.3,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,3,target_offset_sensitivity,target_offset_2.4s,46.0,48.4,2.4,2.4,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,4,cue_locked,nominal,54.25,54.25,0.0,,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,4,target_offset_sensitivity,target_offset_2.0s,54.25,56.25,2.0,2.0,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,4,target_offset_sensitivity,target_offset_2.1s,54.25,56.35,2.1,2.1,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,4,target_locked,target_offset_2.2s,54.25,56.45,2.2,2.2,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,4,target_offset_sensitivity,target_offset_2.3s,54.25,56.55,2.3,2.3,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,4,target_offset_sensitivity,target_offset_2.4s,54.25,56.65,2.4,2.4,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,5,cue_locked,nominal,62.69140625,62.69140625,0.0,,1,2,,1,excluded_by_q1
VisualCogB_Task-1,5,target_offset_sensitivity,target_offset_2.0s,62.69140625,64.69140625,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogB_Task-1,5,target_offset_sensitivity,target_offset_2.1s,62.69140625,64.79140625,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogB_Task-1,5,target_locked,target_offset_2.2s,62.69140625,64.89140625,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogB_Task-1,5,target_offset_sensitivity,target_offset_2.3s,62.69140625,64.99140625,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogB_Task-1,5,target_offset_sensitivity,target_offset_2.4s,62.69140625,65.09140625,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogB_Task-1,6,cue_locked,nominal,71.22265625,71.22265625,0.0,,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,6,target_offset_sensitivity,target_offset_2.0s,71.22265625,73.22265625,2.0,2.0,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,6,target_offset_sensitivity,target_offset_2.1s,71.22265625,73.32265625,2.1,2.1,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,6,target_locked,target_offset_2.2s,71.22265625,73.42265625,2.2,2.2,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,6,target_offset_sensitivity,target_offset_2.3s,71.22265625,73.52265625,2.3,2.3,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,6,target_offset_sensitivity,target_offset_2.4s,71.22265625,73.62265625,2.4,2.4,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,7,cue_locked,nominal,79.6015625,79.6015625,0.0,,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,7,target_offset_sensitivity,target_offset_2.0s,79.6015625,81.6015625,2.0,2.0,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,7,target_offset_sensitivity,target_offset_2.1s,79.6015625,81.7015625,2.1,2.1,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,7,target_locked,target_offset_2.2s,79.6015625,81.8015625,2.2,2.2,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,7,target_offset_sensitivity,target_offset_2.3s,79.6015625,81.9015625,2.3,2.3,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,7,target_offset_sensitivity,target_offset_2.4s,79.6015625,82.0015625,2.4,2.4,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,8,cue_locked,nominal,87.8046875,87.8046875,0.0,,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,8,target_offset_sensitivity,target_offset_2.0s,87.8046875,89.8046875,2.0,2.0,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,8,target_offset_sensitivity,target_offset_2.1s,87.8046875,89.9046875,2.1,2.1,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,8,target_locked,target_offset_2.2s,87.8046875,90.0046875,2.2,2.2,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,8,target_offset_sensitivity,target_offset_2.3s,87.8046875,90.1046875,2.3,2.3,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,8,target_offset_sensitivity,target_offset_2.4s,87.8046875,90.2046875,2.4,2.4,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,9,cue_locked,nominal,96.8046875,96.8046875,0.0,,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,9,target_offset_sensitivity,target_offset_2.0s,96.8046875,98.8046875,2.0,2.0,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,9,target_offset_sensitivity,target_offset_2.1s,96.8046875,98.9046875,2.1,2.1,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,9,target_locked,target_offset_2.2s,96.8046875,99.0046875,2.2,2.2,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,9,target_offset_sensitivity,target_offset_2.3s,96.8046875,99.1046875,2.3,2.3,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,9,target_offset_sensitivity,target_offset_2.4s,96.8046875,99.2046875,2.4,2.4,-1,-2,8.0,0,retained_by_q1
VisualCogB_Task-1,10,cue_locked,nominal,105.32421875,105.32421875,0.0,,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,10,target_offset_sensitivity,target_offset_2.0s,105.32421875,107.32421875,2.0,2.0,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,10,target_offset_sensitivity,target_offset_2.1s,105.32421875,107.42421875,2.1,2.1,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,10,target_locked,target_offset_2.2s,105.32421875,107.52421875,2.2,2.2,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,10,target_offset_sensitivity,target_offset_2.3s,105.32421875,107.62421875,2.3,2.3,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,10,target_offset_sensitivity,target_offset_2.4s,105.32421875,107.72421875,2.4,2.4,1,2,9.0,0,retained_by_q1
VisualCogB_Task-1,11,cue_locked,nominal,113.68359375,113.68359375,0.0,,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,11,target_offset_sensitivity,target_offset_2.0s,113.68359375,115.68359375,2.0,2.0,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,11,target_offset_sensitivity,target_offset_2.1s,113.68359375,115.78359375,2.1,2.1,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,11,target_locked,target_offset_2.2s,113.68359375,115.88359375,2.2,2.2,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,11,target_offset_sensitivity,target_offset_2.3s,113.68359375,115.98359375,2.3,2.3,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,11,target_offset_sensitivity,target_offset_2.4s,113.68359375,116.08359375,2.4,2.4,-1,-2,10.0,0,retained_by_q1
VisualCogB_Task-1,12,cue_locked,nominal,122.015625,122.015625,0.0,,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,12,target_offset_sensitivity,target_offset_2.0s,122.015625,124.015625,2.0,2.0,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,12,target_offset_sensitivity,target_offset_2.1s,122.015625,124.115625,2.1,2.1,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,12,target_locked,target_offset_2.2s,122.015625,124.215625,2.2,2.2,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,12,target_offset_sensitivity,target_offset_2.3s,122.015625,124.315625,2.3,2.3,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,12,target_offset_sensitivity,target_offset_2.4s,122.015625,124.415625,2.4,2.4,1,2,11.0,0,retained_by_q1
VisualCogB_Task-1,13,cue_locked,nominal,130.3125,130.3125,0.0,,1,2,,1,excluded_by_q1
VisualCogB_Task-1,13,target_offset_sensitivity,target_offset_2.0s,130.3125,132.3125,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogB_Task-1,13,target_offset_sensitivity,target_offset_2.1s,130.3125,132.4125,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogB_Task-1,13,target_locked,target_offset_2.2s,130.3125,132.5125,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogB_Task-1,13,target_offset_sensitivity,target_offset_2.3s,130.3125,132.6125,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogB_Task-1,13,target_offset_sensitivity,target_offset_2.4s,130.3125,132.7125,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogB_Task-1,14,cue_locked,nominal,138.87890625,138.87890625,0.0,,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,14,target_offset_sensitivity,target_offset_2.0s,138.87890625,140.87890625,2.0,2.0,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,14,target_offset_sensitivity,target_offset_2.1s,138.87890625,140.97890625,2.1,2.1,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,14,target_locked,target_offset_2.2s,138.87890625,141.07890625,2.2,2.2,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,14,target_offset_sensitivity,target_offset_2.3s,138.87890625,141.17890625,2.3,2.3,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,14,target_offset_sensitivity,target_offset_2.4s,138.87890625,141.27890625,2.4,2.4,-1,-2,12.0,0,retained_by_q1
VisualCogB_Task-1,15,cue_locked,nominal,147.1328125,147.1328125,0.0,,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,15,target_offset_sensitivity,target_offset_2.0s,147.1328125,149.1328125,2.0,2.0,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,15,target_offset_sensitivity,target_offset_2.1s,147.1328125,149.2328125,2.1,2.1,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,15,target_locked,target_offset_2.2s,147.1328125,149.3328125,2.2,2.2,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,15,target_offset_sensitivity,target_offset_2.3s,147.1328125,149.4328125,2.3,2.3,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,15,target_offset_sensitivity,target_offset_2.4s,147.1328125,149.5328125,2.4,2.4,1,2,13.0,0,retained_by_q1
VisualCogB_Task-1,16,cue_locked,nominal,155.4609375,155.4609375,0.0,,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,16,target_offset_sensitivity,target_offset_2.0s,155.4609375,157.4609375,2.0,2.0,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,16,target_offset_sensitivity,target_offset_2.1s,155.4609375,157.5609375,2.1,2.1,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,16,target_locked,target_offset_2.2s,155.4609375,157.6609375,2.2,2.2,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,16,target_offset_sensitivity,target_offset_2.3s,155.4609375,157.7609375,2.3,2.3,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,16,target_offset_sensitivity,target_offset_2.4s,155.4609375,157.8609375,2.4,2.4,-1,-2,14.0,0,retained_by_q1
VisualCogB_Task-1,17,cue_locked,nominal,163.66796875,163.66796875,0.0,,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,17,target_offset_sensitivity,target_offset_2.0s,163.66796875,165.66796875,2.0,2.0,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,17,target_offset_sensitivity,target_offset_2.1s,163.66796875,165.76796875,2.1,2.1,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,17,target_locked,target_offset_2.2s,163.66796875,165.86796875,2.2,2.2,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,17,target_offset_sensitivity,target_offset_2.3s,163.66796875,165.96796875,2.3,2.3,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,17,target_offset_sensitivity,target_offset_2.4s,163.66796875,166.06796875,2.4,2.4,-1,-2,15.0,0,retained_by_q1
VisualCogB_Task-1,18,cue_locked,nominal,172.08984375,172.08984375,0.0,,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,18,target_offset_sensitivity,target_offset_2.0s,172.08984375,174.08984375,2.0,2.0,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,18,target_offset_sensitivity,target_offset_2.1s,172.08984375,174.18984375,2.1,2.1,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,18,target_locked,target_offset_2.2s,172.08984375,174.28984375,2.2,2.2,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,18,target_offset_sensitivity,target_offset_2.3s,172.08984375,174.38984375,2.3,2.3,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,18,target_offset_sensitivity,target_offset_2.4s,172.08984375,174.48984375,2.4,2.4,1,2,16.0,0,retained_by_q1
VisualCogB_Task-1,19,cue_locked,nominal,180.34375,180.34375,0.0,,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,19,target_offset_sensitivity,target_offset_2.0s,180.34375,182.34375,2.0,2.0,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,19,target_offset_sensitivity,target_offset_2.1s,180.34375,182.44375,2.1,2.1,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,19,target_locked,target_offset_2.2s,180.34375,182.54375,2.2,2.2,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,19,target_offset_sensitivity,target_offset_2.3s,180.34375,182.64375,2.3,2.3,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,19,target_offset_sensitivity,target_offset_2.4s,180.34375,182.74375,2.4,2.4,-1,-2,17.0,0,retained_by_q1
VisualCogB_Task-1,20,cue_locked,nominal,188.6875,188.6875,0.0,,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,20,target_offset_sensitivity,target_offset_2.0s,188.6875,190.6875,2.0,2.0,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,20,target_offset_sensitivity,target_offset_2.1s,188.6875,190.7875,2.1,2.1,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,20,target_locked,target_offset_2.2s,188.6875,190.8875,2.2,2.2,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,20,target_offset_sensitivity,target_offset_2.3s,188.6875,190.9875,2.3,2.3,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,20,target_offset_sensitivity,target_offset_2.4s,188.6875,191.0875,2.4,2.4,1,2,18.0,0,retained_by_q1
VisualCogB_Task-1,21,cue_locked,nominal,197.11328125,197.11328125,0.0,,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,21,target_offset_sensitivity,target_offset_2.0s,197.11328125,199.11328125,2.0,2.0,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,21,target_offset_sensitivity,target_offset_2.1s,197.11328125,199.21328125,2.1,2.1,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,21,target_locked,target_offset_2.2s,197.11328125,199.31328125,2.2,2.2,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,21,target_offset_sensitivity,target_offset_2.3s,197.11328125,199.41328125,2.3,2.3,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,21,target_offset_sensitivity,target_offset_2.4s,197.11328125,199.51328125,2.4,2.4,1,2,19.0,0,retained_by_q1
VisualCogB_Task-1,22,cue_locked,nominal,205.53515625,205.53515625,0.0,,1,2,,1,excluded_by_q1
VisualCogB_Task-1,22,target_offset_sensitivity,target_offset_2.0s,205.53515625,207.53515625,2.0,2.0,1,2,,1,excluded_by_q1
VisualCogB_Task-1,22,target_offset_sensitivity,target_offset_2.1s,205.53515625,207.63515625,2.1,2.1,1,2,,1,excluded_by_q1
VisualCogB_Task-1,22,target_locked,target_offset_2.2s,205.53515625,207.73515625,2.2,2.2,1,2,,1,excluded_by_q1
VisualCogB_Task-1,22,target_offset_sensitivity,target_offset_2.3s,205.53515625,207.83515625,2.3,2.3,1,2,,1,excluded_by_q1
VisualCogB_Task-1,22,target_offset_sensitivity,target_offset_2.4s,205.53515625,207.93515625,2.4,2.4,1,2,,1,excluded_by_q1
VisualCogB_Task-1,23,cue_locked,nominal,213.9140625,213.9140625,0.0,,1,2,20.0,0,retained_by_q1
