task_true,record_true,fold,clean_trial_index_1based,cue_true,prediction,unweighted_prediction,predicted_template_record,unweighted_template_record,predicted_region_channel,predicted_region_start_ms,predicted_region_end_exclusive_ms,region_weight,weighted_similarity,best_candidate_loss,best_candidate_empirical_equivalent_loss,correct,unweighted_correct,candidate_scope,window_selection
Task1,VisualCogA_Task-1,1,1,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0711841209257834,5.5304898151013315,5.5304898151013315,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,61,left,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.02948597571752569,5.229521224016764,5.2295212240167634,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,62,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06683208703781911,4.829447472048467,4.829447472048467,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,63,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.056885383081833635,8.208295820278392,8.208295820278392,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,4,64,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,3.737628318402041e-05,451.1921203210309,451.1921203210309,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,52,left,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.0015961633679047122,32.65992864329035,32.65992864329035,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,53,left,left,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0008917794789980772,95.3414163765167,95.3414163765167,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,54,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.018199680289459993,32.103883143507986,32.103883143507986,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,55,left,left,right,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.010150645586854709,20.918550058067943,20.918550058067943,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,56,right,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.026436613908924284,6.835603461229497,6.835603461229497,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,57,right,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06909884244496466,4.130074583176407,4.130074583176407,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,58,left,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.02025027872640611,10.757669722213173,10.757669722213173,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,59,left,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02146140754099337,9.90305614452156,9.90305614452156,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,60,right,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.002105450909292966,160.30792201062428,160.30792201062428,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,61,left,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.030133840822147727,4.909759736610505,4.909759736610505,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,62,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.05622621978915712,8.452679911988415,8.452679911988417,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,63,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.04817666639984642,11.69237564600546,11.69237564600546,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,64,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.006307253675839069,81.1389963726974,81.1389963726974,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,65,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03289618007962029,19.691961267188727,19.691961267188727,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,66,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05390523900054963,9.33658700688759,9.33658700688759,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,4,67,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0261352188239427,24.51607305194647,24.51607305194647,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,49,left,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.007302050102816871,5.153290422345708,5.153290422345708,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,50,left,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.022840535559051838,8.986757039096798,8.9867570390968,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,51,right,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.022740916455949924,9.05106581901655,9.05106581901655,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,52,right,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.030191354943193895,4.881705982521794,4.881705982521794,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,53,right,right,right,VisualCogA_Task-2,VisualCogA_Task-2,Fz,265.625,289.0625,0.009708737864077669,0.0002287316613545745,67.80514113294596,67.80514113294598,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,54,left,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.022623197415444277,9.127423083896202,9.127423083896204,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,55,left,left,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.03391115031770565,19.054806752975,19.054806752975,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,56,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03347117155018444,19.32863237126609,19.32863237126609,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,57,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.003959323262152583,114.73742164749596,114.73742164749596,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,58,right,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.017287408156510534,13.085035336864895,13.085035336864895,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,59,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0001349960937402907,358.52697242891685,358.52697242891685,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,60,left,right,right,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.027652544230826737,6.174016789447352,6.174016789447352,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,61,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0007983943963643465,230.27761800213014,230.27761800213014,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,62,right,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03468584250657104,18.581192545539178,18.581192545539178,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,63,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.014896536474918296,19.124924811343423,19.124924811343423,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,4,64,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03335475209338601,19.401689600237948,19.401689600237944,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,45,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06966467949758257,5.162822545875348,5.162822545875348,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,46,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05806152212317628,10.144447612135822,10.144447612135822,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,47,right,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.0648095780338814,7.138080566097429,7.138080566097429,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,48,left,right,left,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.046891129325141535,15.986949859715217,15.98694985971522,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,49,right,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06344184262257811,7.721300339058171,7.721300339058171,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,50,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06550884274612598,6.84464291340034,6.84464291340034,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,51,right,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06981192793450858,5.10508938346005,5.10508938346005,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,52,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.07422825658146417,3.4278705659123636,3.4278705659123636,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,53,left,right,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0637411885395737,7.592587806011263,7.592587806011261,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-1,5,54,right,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06124932002341296,8.682976912750362,8.682976912750362,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,65,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.013223171915461488,31.33177486440232,31.33177486440232,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,66,right,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.008305298740575852,63.31586855854868,63.31586855854868,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,67,left,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.02035203315820498,38.80870669051684,38.808706690516836,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,68,right,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.026351790306797598,6.856253614828736,6.856253614828736,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,69,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0005847149744980346,285.65406929371375,285.65406929371375,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,70,right,right,left,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.016829777766473097,13.427593059417989,13.427593059417989,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,71,left,right,right,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02580563855414672,7.16318725099193,7.163187250991931,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,72,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0010641711722965922,119.4974236313128,119.4974236313128,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,73,left,left,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.055513312669105634,11.371609237533821,11.37160923753382,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,74,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0033221427089495685,143.98189672352973,143.9818967235297,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,75,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03168886122600105,26.701660337608963,26.701660337608963,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,76,left,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.030885281843522662,27.403978045217393,27.403978045217393,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,77,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.017884455116310212,6.706808623100382,6.706808623100382,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,78,left,right,left,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.021724594703754187,9.6861070375863,9.686107037586302,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,79,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.01781176226967682,42.45412156530243,42.454121565302415,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task1,VisualCogA_Task-2,5,80,left,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05880646130690131,9.795863958053953,9.795863958053953,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,68,left,left,left,VisualCogA_Task-1,VisualCogA_Task-1,F4,125.0,226.5625,0.042071197411003236,0.031512591680530104,4.235098055328788,4.235098055328789,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,69,right,left,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.04309819910585643,18.29325668461381,18.29325668461381,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,70,left,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.019148835386299273,11.535680299007995,11.535680299007995,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,71,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.07168321806702102,4.381818844140974,4.381818844140974,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,72,left,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05255319489619918,12.86992170897156,12.86992170897156,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,73,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.07466911048643009,3.2659564135533357,3.265956413553336,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,74,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.011460336532239254,42.99985540521114,42.99985540521114,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,75,left,right,right,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.015877596691464557,14.281141260321531,14.281141260321531,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,76,right,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06290581911934581,7.953304138421379,7.9533041384213785,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,77,left,left,left,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.05810993991219873,10.121655666960377,10.121655666960377,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,78,right,left,left,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.0319098847921773,26.5116104376246,26.5116104376246,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,79,left,right,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06430435612045635,7.352067447380131,7.352067447380131,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,80,right,left,right,VisualCogB_Task-1,VisualCogA_Task-1,Fz,359.375,562.5,0.08414239482200647,0.062050331431233514,8.327706672338103,8.327706672338103,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,81,right,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.06243981394418562,8.156614447372094,8.156614447372094,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,82,right,left,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.027252906323912595,6.363476836245713,6.3634768362457095,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-1,5,83,right,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0053651741720774125,104.89339036328634,104.89339036328634,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,65,right,right,right,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.004113691593224534,34.074725065701195,34.074725065701195,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,66,left,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06382361329653076,7.557252997286958,7.557252997286957,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,67,right,left,left,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.06751772461015228,6.018747796749192,6.018747796749192,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,68,left,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.03591435135677492,23.279091831803385,23.279091831803388,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,69,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,5.481189682706015e-05,200.59791781641349,200.59791781641349,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,70,left,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,6.501178629245029e-05,464.78344517880146,464.78344517880146,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,71,right,left,left,VisualCogA_Task-1,VisualCogB_Task-2,F4,125.0,226.5625,0.042071197411003236,0.0223850955625586,9.247168922371666,9.247168922371664,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,72,left,right,right,VisualCogB_Task-1,VisualCogB_Task-1,Fz,359.375,562.5,0.08414239482200647,0.037204240345811955,22.314273730045077,22.314273730045077,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,73,right,right,left,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.032780691049031085,3.6569015463083123,3.6569015463083123,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,74,left,right,right,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,0.0031902056197729003,147.28668201558546,147.28668201558548,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,75,right,right,right,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.00873112150229846,23.045370637904906,23.045370637904906,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,76,right,left,left,VisualCogB_Task-2,VisualCogB_Task-2,F4,734.375,781.25,0.019417475728155338,6.487542068120746e-05,464.9546804352524,464.9546804352524,0,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,77,left,right,left,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.023905462192948857,34.4085056373772,34.4085056373772,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,78,left,left,right,VisualCogB_Task-1,VisualCogA_Task-2,Fz,359.375,562.5,0.08414239482200647,0.0576518656618198,10.33805141453232,10.338051414532323,1,0,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,79,right,right,right,VisualCogB_Task-1,VisualCogB_Task-2,Fz,359.375,562.5,0.08414239482200647,0.057495450346450844,10.412336493642568,10.412336493642568,1,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
Task2,VisualCogB_Task-2,5,80,left,right,left,VisualCogA_Task-1,VisualCogA_Task-2,F4,125.0,226.5625,0.042071197411003236,0.02467335627071542,7.820766833074235,7.820766833074235,0,1,all four record windows x left/right training templates,fixed from all-trial exploratory scan; selection leakage
