station,time,height,liquid_water,relative_humidity,temperature,water_vapor_density
a,2025-08-02 00:18:00,1050.0,0.0,17.744,22.064,2.931
a,2025-08-02 00:18:00,1100.0,0.0,16.481,21.759,2.965
a,2025-08-02 00:18:00,1150.0,0.0,15.37,21.504,2.461
a,2025-08-02 00:18:00,1200.0,0.0,14.259,21.248,1.958
a,2025-08-02 00:18:00,1250.0,0.0,8.961,20.962,1.377
a,2025-08-02 00:18:00,1300.0,0.0,3.664,20.676,0.797
a,2025-08-02 00:18:00,1350.0,0.0,3.606,20.421,0.724
a,2025-08-02 00:18:00,1400.0,0.0,3.548,20.166,0.652
a,2025-08-02 00:18:00,1450.0,0.0,2.95,19.863,0.535
a,2025-08-02 00:18:00,1500.0,0.0,2.351,19.561,0.418
a,2025-08-02 00:18:00,1550.0,0.0,2.831,19.288,0.49
a,2025-08-02 00:18:00,1600.0,0.0,3.311,19.015,0.562
a,2025-08-02 00:18:00,1650.0,0.0,4.075,18.771,0.683
a,2025-08-02 00:18:00,1700.0,0.0,4.838,18.527,0.804
a,2025-08-02 00:18:00,1750.0,0.0,5.451,18.287,0.989
a,2025-08-02 00:18:00,1800.0,0.0,6.064,18.047,1.175
a,2025-08-02 00:18:00,1850.0,0.0,6.477,17.797,1.182
a,2025-08-02 00:18:00,1900.0,0.0,6.89,17.546,1.19
a,2025-08-02 00:18:00,1950.0,0.0,6.7,17.308,1.142
a,2025-08-02 00:18:00,2000.0,0.0,6.511,17.07,1.095
a,2025-08-02 00:18:00,2250.0,0.0,5.56,15.747,0.871
a,2025-08-02 00:18:00,2500.0,0.0,6.214,14.435,0.214
a,2025-08-02 00:18:00,2750.0,0.0,16.804,13.116,0.294
a,2025-08-02 00:18:00,3000.0,0.0,41.082,11.812,2.251
a,2025-08-02 00:18:00,3250.0,0.0,42.471,10.664,2.38
a,2025-08-02 00:18:00,3500.0,0.003,32.721,9.186,2.693
a,2025-08-02 00:18:00,3750.0,0.0,37.992,7.892,2.016
a,2025-08-02 00:18:00,4000.0,0.028,33.297,6.583,1.396
a,2025-08-02 00:18:00,4250.0,0.0,23.147,5.209,1.556
a,2025-08-02 00:18:00,4500.0,0.035,10.862,3.773,1.924
a,2025-08-02 00:18:00,4750.0,0.0,24.216,2.458,2.094
a,2025-08-02 00:18:00,5000.0,0.021,12.434,1.282,0.378
a,2025-08-02 00:18:00,5250.0,0.075,9.384,0.059,1.218
a,2025-08-02 00:18:00,5500.0,0.068,1.009,-1.12,1.03
a,2025-08-02 00:18:00,5750.0,0.058,1.007,-2.2,0.595
a,2025-08-02 00:18:00,6000.0,0.025,1.004,-3.643,0.149
a,2025-08-02 00:18:00,6250.0,0.017,1.008,-4.97,0.213
a,2025-08-02 00:18:00,6500.0,0.017,1.009,-6.352,0.72
a,2025-08-02 00:18:00,6750.0,0.017,1.009,-7.74,0.51
a,2025-08-02 00:18:00,7000.0,0.014,1.001,-9.026,0.495
a,2025-08-02 00:18:00,7250.0,0.013,1.006,-10.312,0.643
a,2025-08-02 00:18:00,7500.0,0.013,1.009,-11.632,0.448
a,2025-08-02 00:18:00,7750.0,0.02,1.009,-13.082,0.12
a,2025-08-02 00:18:00,8000.0,0.0,9.609,-14.621,0.547
a,2025-08-02 00:18:00,8250.0,0.0,1.009,-16.247,0.14
a,2025-08-02 00:18:00,8500.0,0.0,1.003,-17.812,0.01
a,2025-08-02 00:18:00,8750.0,0.0,1.312,-19.385,0.016
a,2025-08-02 00:18:00,9000.0,0.0,1.009,-21.053,0.015
a,2025-08-02 00:18:00,9250.0,0.0,16.66,-22.743,0.333
a,2025-08-02 00:18:00,9500.0,0.0,34.103,-24.431,0.009
a,2025-08-02 00:18:00,9750.0,0.0,28.781,-26.065,0.256
a,2025-08-02 00:18:00,10000.0,0.0,26.64,-27.885,0.16
a,2025-08-02 00:20:00,0.0,2.163,94.2,25.5,22.301
a,2025-08-02 00:20:00,25.0,1.891,91.782,25.442,21.578
a,2025-08-02 00:20:00,50.0,1.618,89.363,25.385,20.855
a,2025-08-02 00:20:00,75.0,1.346,86.945,25.327,20.131
a,2025-08-02 00:20:00,100.0,1.073,84.527,25.269,19.408
a,2025-08-02 00:20:00,125.0,1.132,83.633,25.248,18.899
a,2025-08-02 00:20:00,150.0,1.192,82.738,25.227,18.39
a,2025-08-02 00:20:00,175.0,1.251,81.844,25.205,17.88
a,2025-08-02 00:20:00,200.0,1.31,80.95,25.184,17.371
a,2025-08-02 00:20:00,225.0,1.183,77.793,25.165,16.489
a,2025-08-02 00:20:00,250.0,1.055,74.635,25.147,15.606
a,2025-08-02 00:20:00,275.0,0.928,71.478,25.129,14.723
a,2025-08-02 00:20:00,300.0,0.801,68.321,25.11,13.841
a,2025-08-02 00:20:00,325.0,0.772,63.906,25.088,13.14
a,2025-08-02 00:20:00,350.0,0.742,59.49,25.067,12.44
a,2025-08-02 00:20:00,375.0,0.713,55.075,25.045,11.74
a,2025-08-02 00:20:00,400.0,0.684,50.66,25.023,11.04
a,2025-08-02 00:20:00,425.0,0.562,48.129,24.977,10.4
a,2025-08-02 00:20:00,450.0,0.44,45.598,24.931,9.761
a,2025-08-02 00:20:00,475.0,0.318,43.067,24.885,9.121
a,2025-08-02 00:20:00,500.0,0.196,40.536,24.839,8.481
a,2025-08-02 00:20:00,550.0,0.147,40.767,24.682,7.801
a,2025-08-02 00:20:00,600.0,0.099,40.999,24.525,7.121
a,2025-08-02 00:20:00,650.0,0.049,40.1,24.329,6.728
a,2025-08-02 00:20:00,700.0,0.0,39.201,24.134,6.336
a,2025-08-02 00:20:00,750.0,0.0,36.344,23.83,5.809
a,2025-08-02 00:20:00,800.0,0.0,33.487,23.527,5.282
a,2025-08-02 00:20:00,850.0,0.0,29.651,23.255,4.241
a,2025-08-02 00:20:00,900.0,0.0,25.816,22.984,3.201
a,2025-08-02 00:20:00,950.0,0.0,22.434,22.687,3.05
a,2025-08-02 00:20:00,1000.0,0.0,19.053,22.39,2.9
a,2025-08-02 00:20:00,1050.0,0.0,17.79,22.082,2.933
a,2025-08-02 00:20:00,1100.0,0.0,16.528,21.773,2.965
a,2025-08-02 00:20:00,1150.0,0.0,15.395,21.517,2.461
a,2025-08-02 00:20:00,1200.0,0.0,14.262,21.26,1.956
a,2025-08-02 00:20:00,1250.0,0.0,8.961,20.974,1.373
a,2025-08-02 00:20:00,1300.0,0.0,3.66,20.688,0.789
a,2025-08-02 00:20:00,1350.0,0.0,3.604,20.43,0.722
a,2025-08-02 00:20:00,1400.0,0.0,3.548,20.172,0.655
a,2025-08-02 00:20:00,1450.0,0.0,2.948,19.869,0.533
a,2025-08-02 00:20:00,1500.0,0.0,2.348,19.566,0.411
a,2025-08-02 00:20:00,1550.0,0.0,2.83,19.292,0.488
a,2025-08-02 00:20:00,1600.0,0.0,3.312,19.018,0.566
a,2025-08-02 00:20:00,1650.0,0.0,4.077,18.772,0.686
a,2025-08-02 00:20:00,1700.0,0.0,4.841,18.525,0.807
a,2025-08-02 00:20:00,1750.0,0.0,5.453,18.287,0.992
a,2025-08-02 00:20:00,1800.0,0.0,6.065,18.049,1.178
a,2025-08-02 00:20:00,1850.0,0.0,6.482,17.797,1.184
a,2025-08-02 00:20:00,1900.0,0.0,6.898,17.546,1.191
a,2025-08-02 00:20:00,1950.0,0.0,6.704,17.306,1.139
a,2025-08-02 00:20:00,2000.0,0.0,6.509,17.066,1.087
a,2025-08-02 00:20:00,2250.0,0.0,5.561,15.744,0.877
a,2025-08-02 00:20:00,2500.0,0.0,6.233,14.427,0.206
a,2025-08-02 00:20:00,2750.0,0.0,16.826,13.105,0.292
a,2025-08-02 00:20:00,3000.0,0.0,41.072,11.8,2.244
a,2025-08-02 00:20:00,3250.0,0.0,42.433,10.647,2.369
a,2025-08-02 00:20:00,3500.0,0.003,32.672,9.169,2.673
a,2025-08-02 00:20:00,3750.0,0.0,37.927,7.878,1.995
a,2025-08-02 00:20:00,4000.0,0.028,33.229,6.568,1.38
a,2025-08-02 00:20:00,4250.0,0.0,23.068,5.192,1.539
a,2025-08-02 00:20:00,4500.0,0.035,10.792,3.756,1.896
a,2025-08-02 00:20:00,4750.0,0.0,24.1,2.439,2.069
a,2025-08-02 00:20:00,5000.0,0.021,12.34,1.263,0.361
a,2025-08-02 00:20:00,5250.0,0.075,9.3,0.043,1.2
a,2025-08-02 00:20:00,5500.0,0.068,1.002,-1.14,1.008
a,2025-08-02 00:20:00,5750.0,0.058,1.003,-2.218,0.578
a,2025-08-02 00:20:00,6000.0,0.025,1.007,-3.668,0.135
a,2025-08-02 00:20:00,6250.0,0.017,1.009,-4.999,0.19
a,2025-08-02 00:20:00,6500.0,0.017,1.003,-6.383,0.708
a,2025-08-02 00:20:00,6750.0,0.017,1.005,-7.774,0.503
a,2025-08-02 00:20:00,7000.0,0.014,1.008,-9.055,0.491
a,2025-08-02 00:20:00,7250.0,0.013,1.002,-10.341,0.643
a,2025-08-02 00:20:00,7500.0,0.013,1.003,-11.656,0.448
a,2025-08-02 00:20:00,7750.0,0.02,1.008,-13.105,0.109
a,2025-08-02 00:20:00,8000.0,0.0,9.573,-14.646,0.547
a,2025-08-02 00:20:00,8250.0,0.0,1.002,-16.269,0.132
a,2025-08-02 00:20:00,8500.0,0.0,1.007,-17.839,0.012
a,2025-08-02 00:20:00,8750.0,0.0,1.3,-19.414,0.016
a,2025-08-02 00:20:00,9000.0,0.0,1.001,-21.08,0.007
a,2025-08-02 00:20:00,9250.0,0.0,16.642,-22.767,0.334
a,2025-08-02 00:20:00,9500.0,0.0,34.096,-24.454,0.012
a,2025-08-02 00:20:00,9750.0,0.0,28.774,-26.084,0.256
a,2025-08-02 00:20:00,10000.0,0.0,26.656,-27.906,0.16
a,2025-08-02 00:22:00,0.0,2.163,94.2,25.5,22.301
a,2025-08-02 00:22:00,25.0,1.89,91.782,25.441,21.579
a,2025-08-02 00:22:00,50.0,1.618,89.364,25.382,20.857
a,2025-08-02 00:22:00,75.0,1.345,86.946,25.323,20.135
a,2025-08-02 00:22:00,100.0,1.073,84.528,25.263,19.413
a,2025-08-02 00:22:00,125.0,1.132,83.634,25.241,18.902
a,2025-08-02 00:22:00,150.0,1.191,82.739,25.219,18.391
a,2025-08-02 00:22:00,175.0,1.25,81.844,25.196,17.88
a,2025-08-02 00:22:00,200.0,1.309,80.95,25.174,17.369
a,2025-08-02 00:22:00,225.0,1.182,77.791,25.154,16.484
a,2025-08-02 00:22:00,250.0,1.055,74.632,25.133,15.598
a,2025-08-02 00:22:00,275.0,0.927,71.473,25.113,14.713
a,2025-08-02 00:22:00,300.0,0.8,68.314,25.093,13.827
a,2025-08-02 00:22:00,325.0,0.771,63.897,25.07,13.125
a,2025-08-02 00:22:00,350.0,0.741,59.48,25.047,12.423
a,2025-08-02 00:22:00,375.0,0.712,55.062,25.024,11.721
a,2025-08-02 00:22:00,400.0,0.683,50.645,25.002,11.019
a,2025-08-02 00:22:00,425.0,0.561,48.113,24.954,10.377
a,2025-08-02 00:22:00,450.0,0.439,45.58,24.907,9.736
a,2025-08-02 00:22:00,475.0,0.317,43.048,24.86,9.094
a,2025-08-02 00:22:00,500.0,0.196,40.516,24.813,8.453
a,2025-08-02 00:22:00,550.0,0.147,40.745,24.656,7.771
a,2025-08-02 00:22:00,600.0,0.098,40.975,24.498,7.089
a,2025-08-02 00:22:00,650.0,0.049,40.075,24.303,6.715
a,2025-08-02 00:22:00,700.0,0.0,39.174,24.108,6.341
a,2025-08-02 00:22:00,750.0,0.0,36.316,23.805,5.8
a,2025-08-02 00:22:00,800.0,0.0,33.458,23.503,5.259
a,2025-08-02 00:22:00,850.0,0.0,29.624,23.233,4.214
a,2025-08-02 00:22:00,900.0,0.0,25.789,22.963,3.168
a,2025-08-02 00:22:00,950.0,0.0,22.41,22.667,3.031
a,2025-08-02 00:22:00,1000.0,0.0,19.031,22.371,2.895
a,2025-08-02 00:22:00,1050.0,0.0,17.77,22.064,2.931
a,2025-08-02 00:22:00,1100.0,0.0,16.508,21.757,2.968
a,2025-08-02 00:22:00,1150.0,0.0,15.386,21.501,2.46
a,2025-08-02 00:22:00,1200.0,0.0,14.263,21.245,1.953
a,2025-08-02 00:22:00,1250.0,0.0,8.961,20.96,1.374
a,2025-08-02 00:22:00,1300.0,0.0,3.659,20.674,0.796
a,2025-08-02 00:22:00,1350.0,0.0,3.605,20.417,0.724
a,2025-08-02 00:22:00,1400.0,0.0,3.551,20.16,0.652
a,2025-08-02 00:22:00,1450.0,0.0,2.952,19.858,0.532
a,2025-08-02 00:22:00,1500.0,0.0,2.352,19.556,0.412
a,2025-08-02 00:22:00,1550.0,0.0,2.833,19.282,0.488
a,2025-08-02 00:22:00,1600.0,0.0,3.314,19.009,0.564
a,2025-08-02 00:22:00,1650.0,0.0,4.08,18.763,0.685
a,2025-08-02 00:22:00,1700.0,0.0,4.846,18.517,0.806
a,2025-08-02 00:22:00,1750.0,0.0,5.457,18.278,0.994
a,2025-08-02 00:22:00,1800.0,0.0,6.069,18.04,1.182
a,2025-08-02 00:22:00,1850.0,0.0,6.479,17.789,1.186
a,2025-08-02 00:22:00,1900.0,0.0,6.89,17.537,1.191
a,2025-08-02 00:22:00,1950.0,0.0,6.703,17.298,1.139
a,2025-08-02 00:22:00,2000.0,0.0,6.517,17.059,1.087
a,2025-08-02 00:22:00,2250.0,0.0,5.562,15.738,0.873
a,2025-08-02 00:22:00,2500.0,0.0,6.25,14.425,0.213
a,2025-08-02 00:22:00,2750.0,0.0,16.835,13.106,0.307
a,2025-08-02 00:22:00,3000.0,0.0,41.081,11.804,2.273
a,2025-08-02 00:22:00,3250.0,0.0,42.439,10.654,2.396
a,2025-08-02 00:22:00,3500.0,0.003,32.675,9.178,2.701
a,2025-08-02 00:22:00,3750.0,0.0,37.931,7.887,2.018
a,2025-08-02 00:22:00,4000.0,0.028,33.225,6.579,1.401
a,2025-08-02 00:22:00,4250.0,0.0,23.074,5.205,1.557
a,2025-08-02 00:22:00,4500.0,0.035,10.802,3.771,1.917
a,2025-08-02 00:22:00,4750.0,0.0,24.125,2.456,2.086
a,2025-08-02 00:22:00,5000.0,0.02,12.368,1.279,0.365
a,2025-08-02 00:22:00,5250.0,0.075,9.325,0.059,1.209
a,2025-08-02 00:22:00,5500.0,0.068,1.008,-1.124,1.016
a,2025-08-02 00:22:00,5750.0,0.058,1.005,-2.201,0.579
a,2025-08-02 00:22:00,6000.0,0.025,1.004,-3.647,0.136
a,2025-08-02 00:22:00,6250.0,0.017,1.0,-4.977,0.189
a,2025-08-02 00:22:00,6500.0,0.017,1.001,-6.359,0.709
a,2025-08-02 00:22:00,6750.0,0.017,1.001,-7.749,0.502
a,2025-08-02 00:22:00,7000.0,0.014,1.009,-9.032,0.489
a,2025-08-02 00:22:00,7250.0,0.013,1.003,-10.319,0.641
a,2025-08-02 00:22:00,7500.0,0.013,1.01,-11.637,0.445
a,2025-08-02 00:22:00,7750.0,0.02,1.006,-13.086,0.105
a,2025-08-02 00:22:00,8000.0,0.0,9.618,-14.626,0.546
a,2025-08-02 00:22:00,8250.0,0.0,1.003,-16.248,0.129
a,2025-08-02 00:22:00,8500.0,0.0,1.001,-17.816,0.011
a,2025-08-02 00:22:00,8750.0,0.0,1.32,-19.391,0.009
a,2025-08-02 00:22:00,9000.0,0.0,1.009,-21.058,0.007
a,2025-08-02 00:22:00,9250.0,0.0,16.68,-22.746,0.334
a,2025-08-02 00:22:00,9500.0,0.0,34.12,-24.431,0.009
a,2025-08-02 00:22:00,9750.0,0.0,28.788,-26.064,0.256
a,2025-08-02 00:22:00,10000.0,0.0,26.651,-27.884,0.16
a,2025-08-02 00:24:00,0.0,2.163,94.2,25.5,22.301
a,2025-08-02 00:24:00,25.0,1.891,91.783,25.442,21.578
a,2025-08-02 00:24:00,50.0,1.618,89.365,25.385,20.855
a,2025-08-02 00:24:00,75.0,1.345,86.948,25.327,20.131
a,2025-08-02 00:24:00,100.0,1.073,84.531,25.269,19.408
a,2025-08-02 00:24:00,125.0,1.132,83.635,25.249,18.899
a,2025-08-02 00:24:00,150.0,1.191,82.739,25.228,18.39
a,2025-08-02 00:24:00,175.0,1.25,81.844,25.207,17.881
a,2025-08-02 00:24:00,200.0,1.309,80.948,25.186,17.372
a,2025-08-02 00:24:00,225.0,1.182,77.788,25.168,16.489
a,2025-08-02 00:24:00,250.0,1.055,74.627,25.15,15.607
a,2025-08-02 00:24:00,275.0,0.927,71.467,25.133,14.724
a,2025-08-02 00:24:00,300.0,0.8,68.306,25.115,13.842
a,2025-08-02 00:24:00,325.0,0.771,63.888,25.094,13.142
a,2025-08-02 00:24:00,350.0,0.741,59.469,25.072,12.442
a,2025-08-02 00:24:00,375.0,0.712,55.051,25.051,11.742
a,2025-08-02 00:24:00,400.0,0.683,50.632,25.03,11.042
a,2025-08-02 00:24:00,425.0,0.561,48.098,24.985,10.402
a,2025-08-02 00:24:00,450.0,0.439,45.564,24.939,9.763
a,2025-08-02 00:24:00,475.0,0.317,43.03,24.894,9.124
a,2025-08-02 00:24:00,500.0,0.195,40.496,24.849,8.485
a,2025-08-02 00:24:00,550.0,0.147,40.724,24.693,7.805
a,2025-08-02 00:24:00,600.0,0.099,40.952,24.538,7.125
a,2025-08-02 00:24:00,650.0,0.049,40.05,24.343,6.733
a,2025-08-02 00:24:00,700.0,0.0,39.148,24.148,6.34
a,2025-08-02 00:24:00,750.0,0.0,36.29,23.844,5.813
a,2025-08-02 00:24:00,800.0,0.0,33.431,23.541,5.286
a,2025-08-02 00:24:00,850.0,0.0,29.596,23.27,4.247
a,2025-08-02 00:24:00,900.0,0.0,25.76,22.999,3.208
a,2025-08-02 00:24:00,950.0,0.0,22.382,22.702,3.053
a,2025-08-02 00:24:00,1000.0,0.0,19.004,22.405,2.899
a,2025-08-02 00:24:00,1050.0,0.0,17.741,22.096,2.931
a,2025-08-02 00:24:00,1100.0,0.0,16.478,21.788,2.962
a,2025-08-02 00:24:00,1150.0,0.0,15.37,21.531,2.456
a,2025-08-02 00:24:00,1200.0,0.0,14.261,21.274,1.95
a,2025-08-02 00:24:00,1250.0,0.0,8.964,20.988,1.37
a,2025-08-02 00:24:00,1300.0,0.0,3.667,20.702,0.79
a,2025-08-02 00:24:00,1350.0,0.0,3.608,20.444,0.72
a,2025-08-02 00:24:00,1400.0,0.0,3.55,20.186,0.649
a,2025-08-02 00:24:00,1450.0,0.0,2.948,19.883,0.534
a,2025-08-02 00:24:00,1500.0,0.0,2.345,19.581,0.418
a,2025-08-02 00:24:00,1550.0,0.0,2.831,19.307,0.492
a,2025-08-02 00:24:00,1600.0,0.0,3.316,19.033,0.565
a,2025-08-02 00:24:00,1650.0,0.0,4.076,18.787,0.685
a,2025-08-02 00:24:00,1700.0,0.0,4.837,18.541,0.806
a,2025-08-02 00:24:00,1750.0,0.0,5.453,18.302,0.991
a,2025-08-02 00:24:00,1800.0,0.0,6.069,18.064,1.177
a,2025-08-02 00:24:00,1850.0,0.0,6.48,17.813,1.18
a,2025-08-02 00:24:00,1900.0,0.0,6.891,17.562,1.184
a,2025-08-02 00:24:00,1950.0,0.0,6.703,17.323,1.138
a,2025-08-02 00:24:00,2000.0,0.0,6.515,17.084,1.091
a,2025-08-02 00:24:00,2250.0,0.0,5.558,15.761,0.879
a,2025-08-02 00:24:00,2500.0,0.0,6.227,14.443,0.215
a,2025-08-02 00:24:00,2750.0,0.0,16.808,13.118,0.287
a,2025-08-02 00:24:00,3000.0,0.0,41.064,11.811,2.235
a,2025-08-02 00:24:00,3250.0,0.0,42.433,10.655,2.36
a,2025-08-02 00:24:00,3500.0,0.003,32.678,9.175,2.666
a,2025-08-02 00:24:00,3750.0,0.0,37.953,7.883,1.991
a,2025-08-02 00:24:00,4000.0,0.028,33.257,6.573,1.375
a,2025-08-02 00:24:00,4250.0,0.0,23.112,5.196,1.536
a,2025-08-02 00:24:00,4500.0,0.035,10.836,3.756,1.894
a,2025-08-02 00:24:00,4750.0,0.0,24.176,2.438,2.067
a,2025-08-02 00:24:00,5000.0,0.02,12.411,1.261,0.363
a,2025-08-02 00:24:00,5250.0,0.075,9.374,0.04,1.2
a,2025-08-02 00:24:00,5500.0,0.068,1.001,-1.142,1.009
a,2025-08-02 00:24:00,5750.0,0.058,1.007,-2.221,0.58
a,2025-08-02 00:24:00,6000.0,0.025,1.003,-3.671,0.137
a,2025-08-02 00:24:00,6250.0,0.017,1.004,-5.004,0.195
a,2025-08-02 00:24:00,6500.0,0.017,1.007,-6.388,0.71
a,2025-08-02 00:24:00,6750.0,0.017,1.005,-7.779,0.505
a,2025-08-02 00:24:00,7000.0,0.014,1.008,-9.059,0.493
a,2025-08-02 00:24:00,7250.0,0.013,1.006,-10.343,0.644
a,2025-08-02 00:24:00,7500.0,0.013,1.002,-11.658,0.45
a,2025-08-02 00:24:00,7750.0,0.02,1.008,-13.106,0.114
a,2025-08-02 00:24:00,8000.0,0.0,9.67,-14.647,0.548
a,2025-08-02 00:24:00,8250.0,0.0,1.009,-16.271,0.136
a,2025-08-02 00:24:00,8500.0,0.0,1.005,-17.841,0.011
a,2025-08-02 00:24:00,8750.0,0.0,1.35,-19.415,0.013
a,2025-08-02 00:24:00,9000.0,0.0,1.002,-21.08,0.01
a,2025-08-02 00:24:00,9250.0,0.0,16.727,-22.767,0.334
a,2025-08-02 00:24:00,9500.0,0.0,34.172,-24.455,0.005
a,2025-08-02 00:24:00,9750.0,0.0,28.841,-26.085,0.256
a,2025-08-02 00:24:00,10000.0,0.0,26.702,-27.908,0.16
a,2025-08-02 00:26:00,0.0,2.155,94.2,25.6,22.426
a,2025-08-02 00:26:00,25.0,1.885,91.786,25.535,21.707
a,2025-08-02 00:26:00,50.0,1.615,89.371,25.47,20.989
a,2025-08-02 00:26:00,75.0,1.346,86.957,25.404,20.27
a,2025-08-02 00:26:00,100.0,1.076,84.543,25.339,19.551
a,2025-08-02 00:26:00,125.0,1.141,83.644,25.311,19.046
a,2025-08-02 00:26:00,150.0,1.205,82.746,25.282,18.542
a,2025-08-02 00:26:00,175.0,1.27,81.847,25.254,18.037
a,2025-08-02 00:26:00,200.0,1.335,80.948,25.225,17.533
a,2025-08-02 00:26:00,225.0,1.207,77.789,25.197,16.653
a,2025-08-02 00:26:00,250.0,1.08,74.629,25.169,15.774
a,2025-08-02 00:26:00,275.0,0.952,71.469,25.142,14.895
a,2025-08-02 00:26:00,300.0,0.825,68.309,25.114,14.016
a,2025-08-02 00:26:00,325.0,0.797,63.897,25.085,13.311
a,2025-08-02 00:26:00,350.0,0.769,59.484,25.057,12.607
a,2025-08-02 00:26:00,375.0,0.741,55.072,25.028,11.902
a,2025-08-02 00:26:00,400.0,0.713,50.659,25.0,11.197
a,2025-08-02 00:26:00,425.0,0.587,48.132,24.948,10.549
a,2025-08-02 00:26:00,450.0,0.461,45.605,24.897,9.902
a,2025-08-02 00:26:00,475.0,0.335,43.078,24.845,9.254
a,2025-08-02 00:26:00,500.0,0.209,40.552,24.793,8.607
a,2025-08-02 00:26:00,550.0,0.161,40.798,24.631,7.905
a,2025-08-02 00:26:00,600.0,0.113,41.044,24.469,7.204
a,2025-08-02 00:26:00,650.0,0.056,40.151,24.272,6.768
a,2025-08-02 00:26:00,700.0,0.0,39.258,24.075,6.333
a,2025-08-02 00:26:00,750.0,0.0,36.408,23.772,5.82
a,2025-08-02 00:26:00,800.0,0.0,33.557,23.469,5.307
a,2025-08-02 00:26:00,850.0,0.0,29.678,23.199,4.26
a,2025-08-02 00:26:00,900.0,0.0,25.798,22.93,3.214
a,2025-08-02 00:26:00,950.0,0.0,22.389,22.637,3.057
a,2025-08-02 00:26:00,1000.0,0.0,18.979,22.344,2.901
a,2025-08-02 00:26:00,1050.0,0.0,17.672,22.038,2.932
a,2025-08-02 00:26:00,1100.0,0.0,16.366,21.732,2.964
a,2025-08-02 00:26:00,1150.0,0.0,15.314,21.476,2.46
a,2025-08-02 00:26:00,1200.0,0.0,14.262,21.22,1.956
a,2025-08-02 00:26:00,1250.0,0.0,8.96,20.932,1.373
a,2025-08-02 00:26:00,1300.0,0.0,3.659,20.645,0.791
a,2025-08-02 00:26:00,1350.0,0.0,3.605,20.391,0.72
a,2025-08-02 00:26:00,1400.0,0.0,3.552,20.136,0.649
a,2025-08-02 00:26:00,1450.0,0.0,2.951,19.834,0.534
a,2025-08-02 00:26:00,1500.0,0.0,2.351,19.531,0.419
a,2025-08-02 00:26:00,1550.0,0.0,2.833,19.259,0.493
a,2025-08-02 00:26:00,1600.0,0.0,3.316,18.987,0.567
a,2025-08-02 00:26:00,1650.0,0.0,4.077,18.745,0.685
a,2025-08-02 00:26:00,1700.0,0.0,4.838,18.502,0.803
a,2025-08-02 00:26:00,1750.0,0.0,5.449,18.265,0.992
a,2025-08-02 00:26:00,1800.0,0.0,6.06,18.028,1.182
a,2025-08-02 00:26:00,1850.0,0.0,6.475,17.78,1.182
a,2025-08-02 00:26:00,1900.0,0.0,6.89,17.531,1.183
a,2025-08-02 00:26:00,1950.0,0.0,6.704,17.291,1.137
a,2025-08-02 00:26:00,2000.0,0.0,6.518,17.052,1.09
a,2025-08-02 00:26:00,2250.0,0.0,5.559,15.733,0.877
a,2025-08-02 00:26:00,2500.0,0.0,5.914,14.428,0.205
a,2025-08-02 00:26:00,2750.0,0.0,16.63,13.12,0.169
a,2025-08-02 00:26:00,3000.0,0.0,40.956,11.829,2.128
a,2025-08-02 00:26:00,3250.0,0.0,42.405,10.684,2.298
a,2025-08-02 00:26:00,3500.0,0.001,32.629,9.213,2.615
a,2025-08-02 00:26:00,3750.0,0.0,37.975,7.919,1.943
a,2025-08-02 00:26:00,4000.0,0.027,33.312,6.617,1.355
a,2025-08-02 00:26:00,4250.0,0.0,23.073,5.253,1.505
a,2025-08-02 00:26:00,4500.0,0.036,10.644,3.823,1.886
a,2025-08-02 00:26:00,4750.0,0.0,23.82,2.506,2.095
a,2025-08-02 00:26:00,5000.0,0.022,12.032,1.329,0.4
a,2025-08-02 00:26:00,5250.0,0.076,9.121,0.106,1.249
a,2025-08-02 00:26:00,5500.0,0.07,1.002,-1.076,1.061
a,2025-08-02 00:26:00,5750.0,0.06,1.009,-2.168,0.638
a,2025-08-02 00:26:00,6000.0,0.025,1.007,-3.619,0.19
a,2025-08-02 00:26:00,6250.0,0.017,1.008,-4.948,0.23
a,2025-08-02 00:26:00,6500.0,0.017,1.007,-6.333,0.762
a,2025-08-02 00:26:00,6750.0,0.018,1.007,-7.723,0.545
a,2025-08-02 00:26:00,7000.0,0.014,1.002,-9.005,0.531
a,2025-08-02 00:26:00,7250.0,0.013,1.006,-10.291,0.677
a,2025-08-02 00:26:00,7500.0,0.013,1.004,-11.608,0.471
a,2025-08-02 00:26:00,7750.0,0.02,1.007,-13.058,0.119
a,2025-08-02 00:26:00,8000.0,0.0,9.086,-14.593,0.556
a,2025-08-02 00:26:00,8250.0,0.0,1.004,-16.223,0.126
a,2025-08-02 00:26:00,8500.0,0.0,1.003,-17.788,0.01
a,2025-08-02 00:26:00,8750.0,0.0,1.137,-19.363,0.017
a,2025-08-02 00:26:00,9000.0,0.0,1.003,-21.037,0.008
a,2025-08-02 00:26:00,9250.0,0.0,16.414,-22.726,0.338
a,2025-08-02 00:26:00,9500.0,0.0,34.148,-24.419,0.004
a,2025-08-02 00:26:00,9750.0,0.0,28.939,-26.057,0.259
a,2025-08-02 00:26:00,10000.0,0.0,27.063,-27.878,0.166
a,2025-08-02 00:28:00,0.0,2.177,94.1,25.7,22.528
a,2025-08-02 00:28:00,25.0,1.9,91.67,25.63,21.799
a,2025-08-02 00:28:00,50.0,1.623,89.239,25.56,21.07
a,2025-08-02 00:28:00,75.0,1.345,86.809,25.49,20.341
