station,time,height,wind_direction,wind_speed,vertical_velocity,horizontal_reliability,vertical_reliability,cn2
b,2025-08-02 00:30:00,4660.0,263.2,5.7,0.7,100.0,100.0,2.4e-16
b,2025-08-02 00:30:00,4900.0,271.5,5.7,0.5,100.0,100.0,1.2e-16
b,2025-08-02 00:30:00,5140.0,277.0,6.3,0.4,100.0,100.0,1.1e-16
b,2025-08-02 00:30:00,5380.0,283.1,7.1,0.2,100.0,100.0,5.8e-17
b,2025-08-02 00:30:00,5620.0,287.9,7.6,0.1,100.0,100.0,6.9e-17
b,2025-08-02 00:30:00,5860.0,288.7,7.7,0.2,100.0,100.0,1.1e-16
b,2025-08-02 00:30:00,6100.0,291.4,7.6,0.2,100.0,100.0,6.4e-17
b,2025-08-02 00:30:00,6340.0,294.5,7.0,0.3,100.0,100.0,3e-17
b,2025-08-02 00:30:00,6580.0,,,,,,
b,2025-08-02 00:30:00,6820.0,,,,,,
b,2025-08-02 00:30:00,7060.0,,,,,,
b,2025-08-02 00:30:00,7300.0,,,,,,
b,2025-08-02 00:30:00,7540.0,,,,,,
b,2025-08-02 00:30:00,7780.0,,,,,,
b,2025-08-02 00:30:00,8020.0,,,,,,
b,2025-08-02 00:30:00,8260.0,,,,,,
b,2025-08-02 00:30:00,8500.0,,,,,,
b,2025-08-02 00:30:00,8740.0,,,,,,
b,2025-08-02 00:30:00,8980.0,,,,,,
b,2025-08-02 00:30:00,9220.0,,,,,,
b,2025-08-02 00:30:00,9460.0,,,,,,
b,2025-08-02 00:30:00,9700.0,,,,,,
b,2025-08-02 00:30:00,9940.0,,,,,,
b,2025-08-02 00:30:00,10180.0,,,,,,
b,2025-08-02 00:30:00,10420.0,,,,,,
b,2025-08-02 00:30:00,10660.0,,,,,,
b,2025-08-02 00:30:00,10900.0,,,,,,
b,2025-08-02 00:30:00,11140.0,,,,,,
b,2025-08-02 00:30:00,11380.0,,,,,,
