station,time,height,wind_direction,wind_speed,vertical_velocity,horizontal_reliability,vertical_reliability,cn2,beam,spectral_width,snr,radial_velocity,temperature,relative_humidity,water_vapor_density,liquid_water
b,2025-08-02 00:06:00,2500.0,253.5,5.7,-0.0,100.0,100.0,7.2e-17,SECOND,0.6,10.7,-0.1,14.336,80.51,11.917,0.0
b,2025-08-02 00:06:00,2500.0,253.5,5.7,-0.0,100.0,100.0,7.2e-17,THIRD,0.7,16.8,1.5,14.336,80.51,11.917,0.0
b,2025-08-02 00:06:00,2500.0,253.5,5.7,-0.0,100.0,100.0,7.2e-17,FOURTH,0.8,12.9,0.7,14.336,80.51,11.917,0.0
b,2025-08-02 00:06:00,2500.0,253.5,5.7,-0.0,100.0,100.0,7.2e-17,FIFTH,0.8,13.8,-0.8,14.336,80.51,11.917,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIRST,,,,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,SECOND,,,,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,THIRD,,,,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FOURTH,,,,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIFTH,,,,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIRST,0.6,4.6,-0.6,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,SECOND,1.3,12.4,0.1,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,THIRD,0.7,5.7,0.9,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FOURTH,0.4,,0.8,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIFTH,0.8,5.9,-0.6,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIRST,0.6,12.5,-1.5,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,SECOND,0.7,10.4,-0.0,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,THIRD,1.1,9.7,1.5,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FOURTH,0.4,11.5,0.5,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2740.0,256.3,5.6,-0.0,100.0,100.0,3.6e-17,FIFTH,0.9,10.5,-0.5,13.15904,95.3228,10.16788,0.0
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIRST,,,,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,SECOND,,,,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,THIRD,,,,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FOURTH,,,,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIFTH,,,,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIRST,,,-1.2,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,SECOND,0.6,5.2,-0.1,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,THIRD,0.9,11.7,1.1,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FOURTH,1.0,13.1,0.5,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIFTH,0.7,7.3,-0.6,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIRST,0.2,6.2,-1.4,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,SECOND,0.7,12.0,-0.0,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,THIRD,0.7,7.6,1.4,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FOURTH,1.1,16.9,0.5,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,2980.0,257.0,5.5,-0.0,100.0,100.0,5e-17,FIFTH,,,-0.6,12.126520000000001,95.99427999999999,9.93952,0.10488
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FIRST,,,-1.1,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,SECOND,0.5,4.5,-0.0,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,THIRD,0.9,10.2,1.0,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FOURTH,0.7,6.9,0.5,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FIFTH,0.9,13.2,-0.5,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FIRST,0.7,12.3,-1.3,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,SECOND,1.1,22.4,-0.0,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,THIRD,0.7,14.3,1.3,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FOURTH,0.9,12.8,0.6,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3220.0,252.4,5.5,-0.0,100.0,100.0,6.8e-17,FIFTH,2.1,33.6,-0.6,11.05804,96.58156,9.08032,0.13336
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FIRST,0.6,6.6,-1.1,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,SECOND,1.3,9.1,0.0,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,THIRD,0.8,11.5,1.1,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FOURTH,1.0,4.8,0.6,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FIFTH,1.0,6.3,-0.6,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FIRST,0.7,10.4,-1.2,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,SECOND,0.8,10.4,0.1,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,THIRD,1.1,15.7,1.4,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FOURTH,0.5,12.5,0.4,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3460.0,258.1,5.0,-0.1,100.0,100.0,9.2e-17,FIFTH,0.4,9.2,-0.1,9.88996,95.5732,8.08804,0.021760000000000015
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FIRST,,,-1.2,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,SECOND,0.4,,0.0,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,THIRD,0.6,4.8,1.2,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FOURTH,0.1,,0.6,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FIFTH,0.6,4.4,-0.6,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FIRST,0.5,8.1,-1.2,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,SECOND,0.6,8.4,0.2,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,THIRD,0.7,12.7,1.5,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FOURTH,0.8,6.1,0.4,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3700.0,258.3,5.1,-0.1,100.0,100.0,7.6e-17,FIFTH,0.5,9.7,-0.1,8.7442,94.8796,7.1858,0.1088
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FIRST,0.2,,-2.0,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,SECOND,,,-0.2,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,THIRD,0.6,5.4,1.7,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FOURTH,0.8,8.3,0.5,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FIFTH,0.2,,-0.8,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FIRST,0.4,8.2,-1.2,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,SECOND,0.5,7.7,0.2,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,THIRD,0.5,9.7,1.5,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FOURTH,0.4,8.3,0.4,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,3940.0,257.7,5.5,-0.1,100.0,100.0,2.9e-17,FIFTH,0.4,,-0.1,7.6596,94.53,7.28624,0.05544
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FIRST,,,,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,SECOND,,,,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,THIRD,,,,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FOURTH,,,,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FIFTH,,,,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FIRST,0.1,,-1.1,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,SECOND,0.3,4.3,0.4,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,THIRD,0.4,6.5,1.9,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FOURTH,0.5,9.7,0.3,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4180.0,260.7,5.5,-0.0,100.0,100.0,2.2e-17,FIFTH,0.1,,0.4,6.490559999999999,94.24056,6.90944,0.01704
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FIRST,,,0.1,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,SECOND,0.5,,1.6,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,THIRD,1.0,13.5,2.9,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FOURTH,0.6,5.5,3.3,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FIFTH,0.7,4.9,-0.2,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FIRST,0.1,,-1.0,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,SECOND,0.7,9.4,0.5,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,THIRD,0.8,14.7,2.0,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FOURTH,0.3,5.3,0.5,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4420.0,269.2,5.3,0.1,100.0,100.0,3.1e-17,FIFTH,0.4,17.5,0.5,5.24036,93.94724000000001,6.61444,0.11739999999999999
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FIRST,,,0.1,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,SECOND,,,1.1,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,THIRD,1.5,15.4,2.1,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FOURTH,1.9,17.0,2.4,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FIFTH,0.5,,-0.2,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FIRST,0.4,5.2,-1.0,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,SECOND,1.4,14.8,0.5,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,THIRD,1.1,21.2,2.1,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FOURTH,1.1,11.4,0.6,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4660.0,273.5,5.3,0.2,100.0,100.0,4.9e-17,FIFTH,,,0.4,3.94148,93.65444000000001,6.17764,0.18812
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FIRST,,,-0.4,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,SECOND,1.4,14.8,0.7,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,THIRD,1.0,15.2,1.8,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FOURTH,1.6,18.2,1.2,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FIFTH,,,0.2,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FIRST,0.1,4.1,-1.3,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,SECOND,1.0,16.7,0.4,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,THIRD,1.0,18.3,2.0,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FOURTH,1.2,16.8,0.6,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,4900.0,277.1,5.1,0.3,100.0,100.0,6.5e-17,FIFTH,0.5,6.2,0.2,2.7686,93.3608,5.6644,0.2474
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FIRST,,,-1.7,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,SECOND,1.3,9.8,0.2,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,THIRD,0.7,8.2,2.1,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FOURTH,0.9,8.9,0.5,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FIFTH,,,-0.1,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FIRST,,,-1.5,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,SECOND,0.8,12.7,0.2,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,THIRD,0.8,14.7,1.9,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FOURTH,0.8,13.4,0.4,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5140.0,284.4,5.3,0.1,100.0,100.0,6.2e-17,FIFTH,0.3,4.6,0.0,1.7633999999999999,93.10304,5.22968,0.2174
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FIRST,0.7,5.1,-1.7,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,SECOND,1.5,7.2,0.1,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,THIRD,0.1,,2.0,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FOURTH,0.5,,0.0,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FIFTH,0.5,4.1,0.2,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FIRST,0.6,8.1,-1.8,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,SECOND,0.7,6.4,0.0,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,THIRD,0.7,8.7,1.8,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FOURTH,0.4,5.0,0.0,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5380.0,285.4,5.9,0.1,100.0,100.0,5.1e-17,FIFTH,0.4,5.9,0.0,0.73304,92.99544,4.83548,0.13624
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FIRST,0.8,6.5,-2.0,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,SECOND,2.0,12.2,0.1,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,THIRD,,,2.2,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FOURTH,1.1,6.4,-0.2,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FIFTH,0.6,4.5,0.5,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FIRST,1.2,9.7,-1.9,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,SECOND,0.8,7.2,0.0,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,THIRD,0.8,8.0,1.9,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FOURTH,0.5,7.8,-0.2,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5620.0,288.6,7.1,0.1,100.0,100.0,4.9e-17,FIFTH,0.4,4.1,0.2,-0.4511199999999999,92.66568,4.50476,0.09304
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FIRST,0.8,6.7,-1.9,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,SECOND,1.2,6.1,0.2,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,THIRD,1.1,9.1,2.2,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FOURTH,1.5,11.7,-0.1,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FIFTH,1.2,8.8,0.5,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FIRST,1.8,14.9,-1.9,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,SECOND,0.8,7.5,0.0,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,THIRD,0.7,9.9,2.0,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FOURTH,1.2,7.8,-0.3,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,5860.0,289.3,7.4,0.0,100.0,100.0,1e-16,FIFTH,1.0,8.4,0.4,-1.8027199999999999,92.12784,4.337400000000001,0.1076
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,FIRST,,,-1.7,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,SECOND,,,0.4,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,THIRD,,,2.5,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,FOURTH,0.6,4.3,0.5,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,FIFTH,,,0.2,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,FIRST,1.3,13.8,-1.9,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,SECOND,0.3,,0.1,-3.2056,91.8984,3.7842000000000002,0.1328
b,2025-08-02 00:06:00,6100.0,292.1,7.7,0.1,100.0,100.0,4.9e-17,THIRD,0.7,9.3,2.1,-3.2056,91.8984,3.7842000000000002,0.1328
